turn_id,stratum_auto,auto_rule_pred,turn_class,session_id,msg_index,user_turn_number,dialogue_turn,transcript,emotion_visual,sentiment,t_start_sec,t_end_sec,clip_start_sec,clip_end_sec,video_path,chat_path,wav_path
00_00_00_05_03_00_00__u0020,neutral,0,neutral,00_00_00_05_03_00_00,39,20,,I don't have a specific answer. I think it depends on which one I get. What's your opinion on the trade-off between PhD and industry?,neutral,neutral,700.105,709.962,699.105,710.962,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_03_00_00/20240916123944.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_03_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_04_07_00_02__u0007,conflict,1,conflict,00_00_00_04_07_00_02,14,7,,"No, for this moment, I cannot think of any asset.",sad,positive,846.974,859.635,845.974,860.635,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_人工修订/00_00_00_04_07_00_02/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_人工修订/00_00_00_04_07_00_02/chat_history_asr_aligned_large_v3.json,
01_00_00_04_07_00_01__u0003,neutral,0,neutral,01_00_00_04_07_00_01,5,3,,Let me know how to control diet and control the appetite.,neutral,neutral,1000.332,1003.625,999.332,1004.625,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_07_00_01/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_07_00_01/chat_history_asr_aligned_large_v3.json,
01_00_00_04_02_00_00__u0030,neutral,0,neutral,01_00_00_04_02_00_00,59,30,,"Mmm, not much really.",sad,neutral,834.84,845.527,833.84,846.527,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_02_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_02_00_00/chat_history_asr_aligned_large_v3.json,
00_02_05_05_07_00_02__u0006,conflict,1,conflict,00_02_05_05_07_00_02,10,6,,"to hear, it sounds like you have a well-rounded approach to personal growth, combining professional development with personal relationship. How do you balance your work goals with your personal growth aspirations?",disgust,positive,214.172,226.939,213.172,227.939,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_02/20240905154520.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_02/chat_history_asr_aligned_large_v3.json,
00_01_00_04_03_00_00__u0018,conflict,1,conflict,00_01_00_04_03_00_00,35,18,,"So in the weekly planning, I will always schedule, like outside of work time, I will always schedule one or two hours being myself in my room, doing nothing, or actually just doing nothing but listening to the music and I think that's how I balance out my personal time and social interactions",disgust,positive,788.633,818.74,787.633,819.74,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_01_00_04_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_01_00_04_03_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_05_03_00_00__u0017,conflict,1,conflict,00_00_00_05_03_00_00,33,17,,"Oh yeah, the biggest problem I have is to complete my academic research project.",happy,negative,582.56,589.22,581.56,590.22,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_03_00_00/20240916123944.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_03_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_05_07_00_00__u0011,conflict,1,conflict,00_00_00_05_07_00_00,20,11,,"I have finished many projects in the study, so I think it can make easier to work and my life.",disgust,positive,332.829,352.13,331.829,353.13,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_00/20240904143449.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_00/chat_history_asr_aligned_large_v3.json,
103__u0027,conflict,1,conflict,103,53,27,27,"Sure, when you have a physical map, have a physical something object, that might be not very working when you have a digital one, but in some special situation, it might be the own solve. You have to...",disgust,positive,902.7925,923.5977,901.7925,924.5977,/home/zhijinmeng/Research/HF_Data/percy_data/103/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/103/chat_history.json,
00_00_00_04_07_00_00__u0015,neutral,0,neutral,00_00_00_04_07_00_00,30,15,,"Okay, I think that's all. Do you still have more questions for me?",neutral,positive,410.38,418.26,409.38,419.26,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_04_07_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_04_07_00_00/chat_history_asr_aligned_large_v3.json,
01_00_00_04_03_00_00__u0007,conflict,1,conflict,01_00_00_04_03_00_00,13,7,,"Yes, so the two roles, I think one role is I need to finish my master's degree and the other one is at the same time I have ideas on teaching responsibilities for that.",disgust,positive,233.589,256.198,232.589,257.198,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_03_00_00/chat_history_asr_aligned_large_v3.json,
100__u0007,consistent,0,consistent,100,13,7,5,First the story was unique. I'm still like I said I'm watching a lot of action movies But I'm tending to be more with animation this time because it's kind of unique way of telling the story The main characters are my favorite. So that's why I like those type of actions,happy,positive,185.2367,204.2379,184.2367,205.2379,/home/zhijinmeng/Research/HF_Data/percy_data/100/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/100/chat_history.json,
00_00_00_05_07_00_01__u0022,consistent,0,consistent,00_00_00_05_07_00_01,42,22,,"Well, maybe some noodles or rice and the vegetable fries. I like every Chinese food.",happy,positive,662.26,678.26,661.26,679.26,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_01/20240911135100.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_01/chat_history_asr_aligned_large_v3.json,
00_01_00_04_03_00_00__u0029,conflict,1,conflict,00_01_00_04_03_00_00,57,29,,"So I normally would not listen to these two music at the same time. So it's more like if I'm happy, if I'm hanging out, if I'm driving, I'll listen to K-pop music which hypes me up and keep me active. If when I'm resting, being alone, being resting, and if I want to calm down or like before exam or before the test, I will normally listen to country music which calms me down.",disgust,positive,1533.88,1560.88,1532.88,1561.88,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_01_00_04_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_01_00_04_03_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_04_07_00_02__u0031,neutral,0,neutral,00_00_00_04_07_00_02,62,31,,The most video that I'm interested in is the AI and computer version.,neutral,positive,1054.26,1061.26,1053.26,1062.26,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_人工修订/00_00_00_04_07_00_02/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_人工修订/00_00_00_04_07_00_02/chat_history_asr_aligned_large_v3.json,
00_00_02_04_07_00_00__u0019,consistent,0,consistent,00_00_02_04_07_00_00,36,19,,"Again, it's a fight against my ego, because I like to get a bit obsessive over being competitive and things and trying to win, so I'm still struggling with it, I'm still trying to learn to do these things for leisure and for enjoyment, rather than compete with people who are working on that.",happy,positive,1023.333,1048.535,1022.333,1049.535,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_02_04_07_00_00/20240906124924.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_02_04_07_00_00/chat_history_asr_aligned_large_v3.json,
01_00_00_04_03_00_00__u0017,conflict,1,conflict,01_00_00_04_03_00_00,33,17,,"Hey, sorry, can you speak that again?",happy,negative,642.64,649.64,641.64,650.64,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_03_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_05_07_00_01__u0025,neutral,0,neutral,00_00_00_05_07_00_01,48,25,,"Well, that's because I want to have a good body and doing exercise can make me have a little fresh.",neutral,positive,761.26,775.044,760.26,776.044,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_01/20240911135100.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_01/chat_history_asr_aligned_large_v3.json,
00_00_02_04_07_00_00__u0004,neutral,0,neutral,00_00_02_04_07_00_00,6,4,,It's allowing me to be more.,neutral,neutral,1277.0,1278.373,1276.0,1279.373,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_02_04_07_00_00/20240906124924.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_02_04_07_00_00/chat_history_asr_aligned_large_v3.json,
00_00_02_04_07_00_00__u0021,consistent,0,consistent,00_00_02_04_07_00_00,40,21,,"Yeah, I think they tell me a lot about who I am as a person, that I have a side to me that likes comedy and friendship and just relaxation, but then there's also a side that likes to reflect on my deep inner self. I think they resonate with me and they mirror my personality.",happy,positive,1107.778,1126.524,1106.778,1127.524,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_02_04_07_00_00/20240906124924.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_02_04_07_00_00/chat_history_asr_aligned_large_v3.json,
00_00_02_04_07_00_00__u0006,consistent,0,consistent,00_00_02_04_07_00_00,10,6,,"I've learned that I'm constantly trying to prove to people that I'm smart, so I'm often nervous in conversations, trying to say things that will get a response or that people will be impressed by. So I'm trying to work on that. I'm not the best at that or comfortable in myself.",happy,positive,910.818,934.31,909.818,935.31,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_02_04_07_00_00/20240906124924.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_02_04_07_00_00/chat_history_asr_aligned_large_v3.json,
00_00_02_02_03_00_00__u0018,neutral,0,neutral,00_00_02_02_03_00_00,34,18,,"Not really, I don't know, not really.",neutral,neutral,1266.62,1268.369,1265.62,1269.369,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_人工修订/00_00_02_02_03_00_00/20240905171113.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_人工修订/00_00_02_02_03_00_00/chat_history_asr_aligned_large_v3.json,
01_00_00_04_02_00_00__u0008,neutral,0,neutral,01_00_00_04_02_00_00,15,8,,"I feel great, um, I mean, yeah, I did well.",neutral,positive,244.0,252.0,243.0,253.0,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_02_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_02_00_00/chat_history_asr_aligned_large_v3.json,
00_02_05_05_07_00_01__u0011,conflict,1,conflict,00_02_05_05_07_00_01,20,11,,"With this achievement, I just went out with my family to have a dinner with them and go back to the most lovable place for them to stay there and I enjoyed that very well.",sad,positive,473.58,493.319,472.58,494.319,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/20240902150334.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/chat_history_asr_aligned_large_v3.json,
01_00_00_04_07_00_00__u0013,conflict,1,conflict,01_00_00_04_07_00_00,25,13,,"Sorry, can you explain your question, please?",disgust,positive,132.62,140.5,131.62,141.5,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_07_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_07_00_00/chat_history_asr_aligned_large_v3.json,
104__u0009,neutral,0,neutral,104,17,9,9,anything that isn't full-on or heavy or bass heavy or with a tempo that's too fast you know what I mean,neutral,neutral,190.3556,198.053,189.3556,199.053,/home/zhijinmeng/Research/HF_Data/percy_data/104/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/104/chat_history.json,
